id,value
280364,364
147855,855
278943,943
25050,50
272399,399
362195,195
374957,957
136344,344
126170,170
343432,432
32486,486
322943,943
176452,452
215132,132
70991,991
152800,800
413040,40
251306,306
297711,711
365654,654
499062,62
201199,199
10702,702
469663,663
432395,395
351991,991
30673,673
376284,284
268134,134
28303,303
103236,236
390013,13
23570,570
201812,812
204813,813
318961,961
118756,756
161080,80
151749,749
164494,494
220031,31
219054,54
312216,216
440827,827
445955,955
372777,777
120660,660
398181,181
441935,935
122839,839
68586,586
247838,838
271600,600
422574,574
86233,233
326353,353
141065,65
288166,166
83125,125
398449,449
69896,896
135800,800
430995,995
36384,384
14674,674
374771,771
472560,560
417233,233
67837,837
406674,674
192800,800
127464,464
401224,224
78278,278
436234,234
228563,563
324772,772
160701,701
327681,681
362788,788
58878,878
139956,956
320088,88
488192,192
243072,72
225817,817
302215,215
444953,953
305486,486
421648,648
373398,398
17534,534
288095,95
492304,304
212216,216
154573,573
198176,176
497948,948
16165,165
124222,222
303849,849
463675,675
468401,401
468588,588
28529,529
440405,405
471185,185
474384,384
298853,853
477017,17
337327,327
165827,827
67077,77
496462,462
50130,130
306846,846
133298,298
198276,276
119298,298
22455,455
157226,226
458057,57
30516,516
359893,893
152942,942
229017,17
43295,295
27301,301
261481,481
259501,501
392689,689
95682,682
53866,866
195574,574
444463,463
304790,790
175799,799
42281,281
334160,160
356466,466
241432,432
236224,224
236080,80
220632,632
490594,594
79480,480
376794,794
93707,707
176888,888
203227,227
329786,786
84621,621
115353,353
202537,537
32011,11
287648,648
42193,193
445121,121
38264,264
468839,839
293468,468
251264,264
151637,637
68240,240
314895,895
169168,168
267673,673
149800,800
102565,565
130360,360
351667,667
23450,450
147595,595
33749,749
178799,799
339808,808
317550,550
70764,764
204242,242
277839,839
432623,623
436639,639
301650,650
293998,998
87386,386
143023,23
390392,392
385653,653
81768,768
222447,447
131894,894
394378,378
454627,627
145177,177
251501,501
36707,707
302800,800
187804,804
495629,629
233182,182
229274,274
334512,512
451069,69
333300,300
332605,605
68589,589
55474,474
36752,752
488191,191
133130,130
32725,725
428112,112
346941,941
187795,795
382074,74
449524,524
8680,680
382292,292
136456,456
233704,704
173065,65
433994,994
4118,118
410839,839
343262,262
449285,285
329891,891
322334,334
391659,659
320232,232
266805,805
276574,574
5837,837
64129,129
327731,731
243579,579
29581,581
319279,279
469980,980
77406,406
439915,915
85038,38
75532,532
471434,434
421403,403
160025,25
291566,566
444009,9
355089,89
97158,158
261047,47
261914,914
406927,927
139035,35
101462,462
392748,748
78723,723
323446,446
401444,444
299229,229
102364,364
35032,32
49241,241
101126,126
429932,932
119587,587
132579,579
374197,197
328746,746
160336,336
228744,744
436933,933
148239,239
333999,999
214275,275
19147,147
5197,197
409207,207
383012,12
430532,532
166602,602
481070,70
39103,103
142590,590
10809,809
80723,723
498199,199
458933,933
433588,588
59156,156
134493,493
313469,469
173406,406
111634,634
310241,241
170184,184
38107,107
72605,605
39159,159
457100,100
481984,984
106332,332
48329,329
109225,225
147407,407
315110,110
97533,533
20121,121
406095,95
284340,340
101251,251
190362,362
326104,104
293357,357
49299,299
358540,540
419749,749
104755,755
449363,363
103574,574
347784,784
437668,668
374380,380
73447,447
204520,520
342590,590
187829,829
289310,310
245962,962
307089,89
114427,427
277020,20
473920,920
434286,286
225144,144
303560,560
484040,40
81410,410
249858,858
467034,34
206055,55
126683,683
442078,78
227840,840
297407,407
30463,463
278475,475
179811,811
290983,983
327161,161
468682,682
169490,490
308258,258
471703,703
336042,42
376300,300
33633,633
184442,442
209494,494
310447,447
147947,947
381802,802
84064,64
26124,124
241630,630
376216,216
479730,730
255763,763
318197,197
387593,593
360920,920
411012,12
373482,482
117407,407
268491,491
426352,352
48351,351
168407,407
268726,726
104312,312
59521,521
134819,819
424315,315
73293,293
67394,394
156258,258
286739,739
241894,894
254987,987
427002,2
348750,750
3441,441
243916,916
488033,33
268032,32
494575,575
37506,506
250366,366
445476,476
87616,616
374423,423
326831,831
111055,55
117227,227
22413,413
292988,988
476051,51
253771,771
222064,64
27736,736
104662,662
195956,956
342576,576
410579,579
397657,657
133483,483
101215,215
438799,799
282276,276
288081,81
252135,135
30812,812
247337,337
269075,75
126885,885
467956,956
166648,648
414357,357
224733,733
116724,724
91580,580
11582,582
462513,513
390806,806
233451,451
130460,460
368993,993
364869,869
472387,387
115953,953
134101,101
358782,782
457852,852
462907,907
234265,265
133643,643
362099,99
187445,445
292089,89
295032,32
439125,125
290389,389
232130,130
465544,544
244143,143
73155,155
18611,611
22291,291
325326,326
284378,378
278651,651
418487,487
366122,122
34194,194
464310,310
460559,559
384933,933
180335,335
307747,747
10323,323
454345,345
240705,705
30006,6
368625,625
159984,984
190374,374
434494,494
279124,124
28969,969
246392,392
464583,583
127158,158
138170,170
124589,589
46306,306
161656,656
493484,484
448293,293
282704,704
245065,65
63938,938
167728,728
74585,585
125400,400
236176,176
467256,256
131994,994
248987,987
410788,788
428831,831
471684,684
177023,23
169622,622
368666,666
375758,758
40677,677
85733,733
131671,671
281063,63
300558,558
65090,90
419020,20
146653,653
481185,185
243795,795
445754,754
238791,791
395040,40
268560,560
460043,43
238040,40
286829,829
172931,931
30530,530
425859,859
377644,644
361609,609
311060,60
90133,133
447135,135
349816,816
99791,791
28345,345
67280,280
11671,671
259953,953
233271,271
336088,88
94291,291
115089,89
292422,422
64161,161
265764,764
404891,891
386063,63
109285,285
346845,845
468447,447
374859,859
104898,898
487580,580
182130,130
118170,170
480934,934
139871,871
293557,557
437311,311
28960,960
155744,744
2035,35
343214,214
369058,58
372096,96
201863,863
450729,729
360164,164
135054,54
280681,681
437939,939
62247,247
465726,726
408218,218
112992,992
45303,303
461086,86
251562,562
37687,687
432933,933
129313,313
75580,580
250223,223
463613,613
461829,829
1547,547
63999,999
281864,864
118079,79
494505,505
330663,663
401403,403
360214,214
219055,55
307337,337
170755,755
440907,907
269321,321
251555,555
227894,894
75112,112
340485,485
270073,73
443628,628
470912,912
37615,615
334431,431
315121,121
194882,882
390506,506
291539,539
142799,799
339187,187
246341,341
164621,621
134253,253
418321,321
333787,787
239876,876
418817,817
387139,139
248498,498
111561,561
457154,154
482262,262
100575,575
133874,874
123798,798
430409,409
132386,386
192789,789
368005,5
242006,6
382755,755
248902,902
229153,153
427343,343
434032,32
343652,652
391296,296
65039,39
485380,380
489357,357
248998,998
48098,98
162725,725
254231,231
390208,208
498125,125
161825,825
30011,11
237069,69
250947,947
86389,389
97083,83
173016,16
262049,49
304892,892
273032,32
377091,91
144234,234
138574,574
234383,383
414323,323
297108,108
158160,160
158131,131
138197,197
490950,950
188375,375
102693,693
227346,346
16904,904
147037,37
350506,506
347109,109
140816,816
363607,607
475745,745
226747,747
134273,273
96627,627
177284,284
390818,818
333705,705
3941,941
254795,795
414103,103
120591,591
414846,846
307058,58
284341,341
410866,866
411241,241
410069,69
131562,562
1834,834
171827,827
360959,959
4063,63
466216,216
367276,276
235402,402
316214,214
167520,520
151128,128
215444,444
279230,230
52452,452
17630,630
106607,607
127746,746
403584,584
231947,947
422717,717
106889,889
122784,784
220576,576
354571,571
99117,117
214948,948
399013,13
14885,885
25203,203
56788,788
376158,158
478300,300
69643,643
64885,885
411698,698
10792,792
216920,920
61068,68
138619,619
96392,392
366818,818
37014,14
395073,73
186465,465
465987,987
445079,79
498290,290
205142,142
389237,237
120174,174
284138,138
496370,370
437731,731
314105,105
364864,864
63432,432
63378,378
280123,123
426760,760
55588,588
100336,336
32169,169
323861,861
462139,139
45828,828
177057,57
30906,906
269435,435
326858,858
321908,908
392427,427
166650,650
473922,922
395314,314
423907,907
451589,589
18034,34
28471,471
271826,826
48703,703
275001,1
122718,718
94412,412
24973,973
223081,81
193298,298
446122,122
209555,555
407725,725
131873,873
204553,553
414797,797
152959,959
139475,475
93033,33
103524,524
80111,111
492511,511
119988,988
148958,958
120202,202
49161,161
124027,27
459156,156
221539,539
214926,926
380939,939
337152,152
160554,554
289332,332
493125,125
291705,705
439889,889
135378,378
287079,79
301494,494
437683,683
47744,744
41456,456
312065,65
52954,954
174644,644
84932,932
325921,921
294183,183
148773,773
320577,577
246780,780
46419,419
203042,42
391917,917
267702,702
424507,507
328410,410
146632,632
394960,960
212344,344
155554,554
251928,928
399464,464
336460,460
434345,345
15116,116
272995,995
334761,761
384207,207
168604,604
105190,190
448308,308
462814,814
442451,451
16271,271
402993,993
85281,281
171261,261
121003,3
63439,439
490119,119
499592,592
455677,677
325985,985
231581,581
237893,893
321020,20
34426,426
417094,94
439443,443
285108,108
422740,740
340645,645
232672,672
43119,119
444563,563
80750,750
219952,952
342634,634
31185,185
342101,101
305992,992
399573,573
397831,831
375571,571
373518,518
231799,799
492789,789
218712,712
28347,347
168052,52
228457,457
276685,685
448394,394
102597,597
179094,94
350954,954
269704,704
234148,148
27734,734
37008,8
492227,227
324,324
8074,74
471241,241
398383,383
56994,994
430336,336
248243,243
40585,585
410994,994
192339,339
130124,124
442578,578
199033,33
31788,788
251650,650
248260,260
10064,64
439626,626
214560,560
303424,424
369737,737
50140,140
240417,417
450584,584
202466,466
414285,285
490186,186
16344,344
271197,197
48269,269
442070,70
101069,69
133971,971
344712,712
442882,882
169468,468
430511,511
430324,324
499606,606
41136,136
398432,432
401680,680
62462,462
56640,640
426865,865
305782,782
275973,973
59508,508
105837,837
234966,966
398923,923
371283,283
450338,338
381603,603
93570,570
189827,827
398714,714
106634,634
173773,773
174889,889
89663,663
342166,166
175836,836
203645,645
237346,346
290707,707
428930,930
115227,227
402040,40
63180,180
300703,703
66853,853
217112,112
467521,521
321547,547
105226,226
92987,987
372634,634
397792,792
137772,772
313200,200
311008,8
226118,118
232077,77
428306,306
299124,124
122302,302
101651,651
192029,29
178555,555
485679,679
401412,412
358766,766
398395,395
313501,501
499644,644
192763,763
195143,143
166515,515
14317,317
386127,127
25380,380
160802,802
436892,892
235997,997
295207,207
145360,360
136517,517
307749,749
141771,771
178268,268
474771,771
251054,54
53441,441
259472,472
41943,943
162393,393
227130,130
376114,114
451500,500
27232,232
114785,785
219982,982
8097,97
405272,272
110842,842
427458,458
237819,819
243888,888
240399,399
146763,763
430334,334
10080,80
280542,542
256556,556
281326,326
455999,999
54387,387
437466,466
456108,108
455968,968
437650,650
30847,847
449072,72
153794,794
396867,867
75200,200
476960,960
27032,32
264783,783
456778,778
474435,435
258792,792
227060,60
421531,531
354583,583
218952,952
457050,50
490853,853
325260,260
478914,914
179988,988
258866,866
458391,391
344999,999
130791,791
193998,998
198631,631
477029,29
71510,510
101298,298
158298,298
487591,591
140231,231
67960,960
372495,495
188693,693
291916,916
358978,978
152443,443
444196,196
396646,646
463177,177
489165,165
447075,75
355650,650
371631,631
495897,897
149532,532
195420,420
303782,782
209412,412
54633,633
409785,785
375888,888
375108,108
432209,209
186891,891
121606,606
69076,76
215287,287
290252,252
366625,625
252322,322
70413,413
346688,688
483641,641
367288,288
246769,769
36806,806
378189,189
273653,653
51687,687
233916,916
487630,630
436027,27
182969,969
251,251
358196,196
354567,567
431735,735
473865,865
354780,780
455131,131
386161,161
38259,259
46755,755
156182,182
180194,194
450790,790
162349,349
499826,826
284612,612
342789,789
297832,832
442312,312
356238,238
252336,336
470344,344
491920,920
35978,978
48662,662
495756,756
137956,956
215149,149
470305,305
461933,933
74020,20
147659,659
280389,389
158894,894
489401,401
195603,603
160587,587
474424,424
88749,749
246815,815
436253,253
135051,51
398069,69
108812,812
480918,918
340830,830
165703,703
6889,889
364517,517
89514,514
48015,15
196239,239
23912,912
345118,118
462735,735
494758,758
70847,847
52458,458
247130,130
434988,988
102767,767
293863,863
312535,535
134135,135
437815,815
439478,478
62712,712
464143,143
155339,339
365044,44
38539,539
204262,262
162183,183
62547,547
369258,258
495380,380
18575,575
417424,424
315791,791
73788,788
330000,0
182282,282
341773,773
206265,265
80754,754
433248,248
233939,939
96466,466
39033,33
278390,390
30802,802
284314,314
80020,20
67921,921
328315,315
274299,299
164588,588
310703,703
468071,71
154711,711
365680,680
198340,340
258407,407
9825,825
162490,490
126061,61
117967,967
478494,494
273806,806
