id,value
316286,286
379182,182
475739,739
36122,122
200988,988
50760,760
398900,900
297033,33
495358,358
27731,731
263318,318
26209,209
54225,225
334736,736
477454,454
30078,78
436905,905
241829,829
181004,4
495961,961
359576,576
163781,781
286298,298
212402,402
5446,446
382970,970
126430,430
3267,267
89057,57
345255,255
340588,588
272941,941
413019,19
328320,320
166495,495
196613,613
378970,970
387136,136
129760,760
462499,499
220536,536
178845,845
457952,952
358179,179
217176,176
65992,992
414082,82
67225,225
499591,591
423505,505
133187,187
261968,968
409236,236
254863,863
248911,911
292599,599
123670,670
258921,921
201710,710
142655,655
574,574
32405,405
404247,247
288200,200
110278,278
285089,89
456801,801
295447,447
149215,215
171927,927
147763,763
25427,427
164903,903
113573,573
404177,177
416524,524
409921,921
141760,760
903,903
51405,405
493221,221
3354,354
375023,23
245912,912
166898,898
465177,177
348520,520
350626,626
497545,545
128802,802
447036,36
342641,641
484348,348
476509,509
311080,80
286957,957
71567,567
15785,785
191539,539
382421,421
15906,906
196010,10
56186,186
204167,167
409998,998
288203,203
164526,526
57277,277
166323,323
445496,496
465189,189
142628,628
425377,377
364239,239
18613,613
177940,940
107917,917
234227,227
336822,822
440734,734
388902,902
469228,228
371630,630
43800,800
442052,52
288434,434
148732,732
274208,208
47415,415
35676,676
214715,715
282168,168
470740,740
354451,451
266162,162
409738,738
469964,964
334513,513
157022,22
398513,513
138312,312
229924,924
359763,763
293406,406
447126,126
407279,279
399535,535
446781,781
205222,222
198231,231
295416,416
429291,291
498273,273
293225,225
151792,792
325824,824
456121,121
181513,513
485115,115
424817,817
208092,92
408071,71
499393,393
235594,594
445788,788
146912,912
155780,780
441293,293
237014,14
190763,763
485716,716
41004,4
65561,561
165346,346
167812,812
389077,77
465128,128
175360,360
75946,946
314942,942
82549,549
244180,180
431971,971
57965,965
246444,444
403042,42
37773,773
326729,729
233370,370
449490,490
211077,77
382703,703
222925,925
266401,401
206615,615
71416,416
182317,317
40228,228
15729,729
220909,909
21261,261
378036,36
289399,399
152708,708
177983,983
409954,954
279416,416
90751,751
411976,976
371895,895
47771,771
90965,965
233347,347
240254,254
402120,120
404508,508
425967,967
445331,331
191414,414
365399,399
109678,678
27631,631
327091,91
229000,0
69972,972
446080,80
184706,706
12656,656
11211,211
289410,410
452066,66
491340,340
146078,78
386725,725
454980,980
214497,497
193275,275
52301,301
472574,574
298060,60
173999,999
139073,73
192007,7
161523,523
307699,699
281206,206
420808,808
370998,998
383824,824
48773,773
176881,881
417969,969
353329,329
61035,35
212123,123
212140,140
155864,864
470605,605
171469,469
24264,264
223048,48
439761,761
241299,299
217457,457
145382,382
338735,735
172253,253
161279,279
199491,491
107086,86
339735,735
355652,652
140071,71
493547,547
19999,999
345710,710
225842,842
257653,653
25179,179
217537,537
267214,214
249494,494
364630,630
169138,138
39997,997
285969,969
69820,820
220608,608
331091,91
3085,85
239568,568
38489,489
252309,309
341210,210
114459,459
66222,222
124600,600
159350,350
204752,752
233472,472
45178,178
327862,862
143472,472
389230,230
72140,140
78715,715
274477,477
455180,180
127463,463
300520,520
369870,870
112030,30
24563,563
65652,652
373182,182
15573,573
45948,948
193304,304
223030,30
446432,432
173580,580
44717,717
409982,982
435913,913
283492,492
332315,315
124337,337
2444,444
494577,577
193270,270
319023,23
461009,9
66793,793
132547,547
324687,687
212961,961
169653,653
82907,907
329474,474
496704,704
289929,929
26726,726
147175,175
144327,327
248204,204
268291,291
390467,467
195726,726
138545,545
122800,800
318254,254
227806,806
408321,321
357103,103
400196,196
132374,374
45778,778
53669,669
373536,536
242230,230
340354,354
357518,518
347355,355
351054,54
147429,429
410059,59
15061,61
130049,49
361767,767
322716,716
183238,238
220526,526
49792,792
403814,814
445634,634
246035,35
314395,395
122881,881
209855,855
404381,381
315691,691
25807,807
142715,715
97044,44
72691,691
122975,975
202000,0
356762,762
37934,934
434862,862
398287,287
107667,667
452749,749
38085,85
375013,13
180442,442
468021,21
246866,866
186273,273
90556,556
361171,171
37675,675
236911,911
472075,75
268760,760
246768,768
424527,527
7126,126
73092,92
182417,417
157171,171
275222,222
433374,374
36882,882
94364,364
334931,931
163298,298
205644,644
259865,865
123618,618
64454,454
381261,261
176759,759
3834,834
361113,113
186901,901
109996,996
160735,735
356643,643
373966,966
341526,526
326753,753
232634,634
482765,765
437816,816
350880,880
105580,580
438015,15
98931,931
498057,57
224950,950
386765,765
397883,883
263823,823
123604,604
486143,143
63607,607
330047,47
429517,517
69845,845
422486,486
49890,890
200189,189
277212,212
374553,553
367515,515
316947,947
242240,240
68691,691
308677,677
126091,91
471099,99
3105,105
346431,431
69443,443
418722,722
204842,842
242958,958
51639,639
5368,368
433558,558
492850,850
374642,642
134238,238
299216,216
295301,301
25742,742
48213,213
347660,660
412548,548
467787,787
380448,448
34947,947
462865,865
199395,395
464920,920
37155,155
425188,188
334844,844
29267,267
21255,255
96086,86
493117,117
121444,444
157069,69
493685,685
465994,994
463569,569
133521,521
449754,754
480035,35
98921,921
177769,769
25361,361
307684,684
190063,63
202585,585
231510,510
352478,478
430697,697
134280,280
22163,163
379332,332
57439,439
491696,696
476480,480
496901,901
349529,529
171933,933
375711,711
154901,901
366253,253
360741,741
159498,498
326336,336
466324,324
253108,108
273846,846
443129,129
172867,867
358683,683
189182,182
301028,28
73793,793
449338,338
270065,65
206941,941
491930,930
375275,275
113001,1
271187,187
159647,647
170189,189
431404,404
173408,408
465590,590
235710,710
319516,516
391013,13
234583,583
253193,193
215472,472
149025,25
484238,238
486185,185
75833,833
347207,207
484452,452
122082,82
36778,778
127461,461
407549,549
18735,735
183123,123
475066,66
249157,157
218569,569
171834,834
357391,391
238259,259
474825,825
287524,524
123306,306
368202,202
472223,223
49525,525
268720,720
11590,590
434869,869
128045,45
309886,886
44523,523
172281,281
129024,24
233636,636
311238,238
209743,743
300514,514
276078,78
174331,331
109476,476
149334,334
88943,943
423400,400
384541,541
476521,521
378412,412
303537,537
233895,895
357574,574
179482,482
238749,749
225830,830
177915,915
366386,386
93433,433
109118,118
198245,245
304931,931
120639,639
226226,226
21730,730
497652,652
29041,41
222759,759
254762,762
386590,590
176472,472
6295,295
460439,439
254359,359
114175,175
97067,67
428500,500
174185,185
218908,908
27416,416
54261,261
192849,849
247547,547
239477,477
327855,855
114331,331
357763,763
213294,294
225441,441
254459,459
341204,204
219270,270
475783,783
478830,830
340900,900
411273,273
349501,501
70355,355
151059,59
340736,736
389278,278
62652,652
405417,417
422323,323
3336,336
343519,519
494684,684
410279,279
342130,130
55122,122
144310,310
28405,405
148626,626
415840,840
68180,180
441850,850
95083,83
286138,138
308375,375
178267,267
262895,895
357135,135
81503,503
341581,581
134956,956
218001,1
140487,487
437253,253
62395,395
113038,38
430591,591
339813,813
217399,399
122327,327
443137,137
201091,91
49221,221
1218,218
15465,465
255196,196
35063,63
43118,118
175196,196
252963,963
201631,631
330207,207
207941,941
217455,455
338704,704
306634,634
301842,842
79938,938
371473,473
238648,648
369530,530
254551,551
175754,754
339302,302
408111,111
443374,374
239142,142
74816,816
383702,702
35609,609
350398,398
64115,115
133749,749
246805,805
249791,791
167419,419
361310,310
341213,213
90455,455
291635,635
215588,588
270850,850
126005,5
235083,83
464774,774
344929,929
394739,739
20949,949
31336,336
112477,477
281064,64
149496,496
122984,984
160415,415
363307,307
147940,940
45793,793
109534,534
46749,749
118203,203
187658,658
14416,416
351758,758
346186,186
457091,91
184893,893
461508,508
95908,908
469737,737
179270,270
225272,272
52278,278
221996,996
17203,203
80398,398
394652,652
149833,833
87050,50
202707,707
480117,117
202873,873
247497,497
296962,962
530,530
474912,912
260284,284
128121,121
308455,455
292634,634
393672,672
63469,469
131802,802
385447,447
265724,724
9459,459
116995,995
263054,54
225554,554
16088,88
203450,450
490824,824
5824,824
288621,621
180020,20
492749,749
154460,460
346663,663
336641,641
107491,491
428579,579
365253,253
478592,592
67929,929
422296,296
154705,705
80251,251
266197,197
452510,510
253023,23
217667,667
135435,435
137755,755
165767,767
366276,276
12587,587
314587,587
376577,577
334570,570
480389,389
346133,133
207837,837
200777,777
150030,30
150201,201
428902,902
389807,807
41327,327
478768,768
375788,788
390609,609
244157,157
194674,674
360461,461
111457,457
396273,273
436718,718
157939,939
9594,594
366415,415
421105,105
386602,602
50790,790
438901,901
444914,914
292391,391
187403,403
178390,390
92079,79
6711,711
467792,792
122495,495
20304,304
340383,383
100931,931
402790,790
76935,935
330334,334
306750,750
379551,551
371159,159
259695,695
361115,115
44965,965
278263,263
470752,752
51612,612
357168,168
112306,306
220403,403
452567,567
362753,753
268572,572
38917,917
261377,377
259021,21
313889,889
198051,51
482588,588
217738,738
113687,687
298182,182
172116,116
85521,521
454055,55
461125,125
129633,633
483799,799
260089,89
245231,231
38993,993
165803,803
212941,941
132584,584
319060,60
286371,371
84971,971
15324,324
402998,998
283972,972
420816,816
397098,98
459466,466
217111,111
123589,589
429142,142
46975,975
429587,587
416452,452
86206,206
311291,291
57217,217
452911,911
294445,445
53887,887
215215,215
407581,581
284613,613
493042,42
227885,885
249431,431
309338,338
268649,649
288137,137
196893,893
350997,997
325419,419
176544,544
429153,153
479486,486
482509,509
497473,473
30771,771
410616,616
399444,444
228692,692
108362,362
420106,106
181503,503
224676,676
416811,811
184783,783
219334,334
38869,869
137577,577
126997,997
341155,155
376866,866
438437,437
31691,691
246593,593
177825,825
172147,147
224513,513
197052,52
342780,780
124200,200
366781,781
498765,765
51645,645
448972,972
471817,817
333509,509
37735,735
203851,851
217654,654
30784,784
133517,517
446369,369
442420,420
340173,173
65222,222
118605,605
148579,579
178520,520
61172,172
73150,150
245909,909
440855,855
143100,100
81118,118
157724,724
391096,96
378199,199
491986,986
400835,835
471349,349
497211,211
109816,816
326703,703
177400,400
268106,106
273485,485
99880,880
102852,852
280656,656
410304,304
86833,833
44264,264
326454,454
25496,496
160129,129
176757,757
62068,68
460980,980
342550,550
43138,138
496155,155
172581,581
427779,779
190552,552
255845,845
108400,400
282542,542
406235,235
31499,499
51402,402
236737,737
336971,971
277090,90
251280,280
201985,985
112018,18
148146,146
207929,929
421353,353
273414,414
132939,939
413331,331
334760,760
236830,830
50796,796
220114,114
31072,72
487799,799
69843,843
307668,668
397281,281
188608,608
271181,181
1739,739
329455,455
352218,218
296558,558
288083,83
291538,538
47601,601
257079,79
99878,878
338329,329
342470,470
306394,394
496720,720
38169,169
460116,116
34912,912
263081,81
248440,440
397254,254
306873,873
142751,751
230797,797
268459,459
85279,279
215334,334
462846,846
285031,31
93714,714
496010,10
320410,410
183051,51
96587,587
226283,283
21812,812
264202,202
90874,874
293336,336
53591,591
370252,252
297815,815
403352,352
243823,823
213897,897
231142,142
191873,873
156004,4
481430,430
73572,572
444368,368
214268,268
326450,450
225376,376
63288,288
8816,816
284854,854
350939,939
3802,802
249675,675
287695,695
493917,917
227722,722
125807,807
254392,392
178283,283
358360,360
253159,159
446038,38
417587,587
128247,247
390395,395
238378,378
337130,130
366905,905
122892,892
14340,340
399940,940
408760,760
124721,721
72002,2
120618,618
480722,722
241754,754
341432,432
84624,624
248125,125
114707,707
157415,415
425999,999
210750,750
328832,832
13825,825
8886,886
435090,90
64355,355
42141,141
104924,924
263928,928
285370,370
237756,756
327868,868
2437,437
393953,953
296756,756
428612,612
332398,398
428863,863
244985,985
269446,446
213511,511
48274,274
392097,97
195159,159
467972,972
148628,628
377094,94
274754,754
300300,300
207820,820
287228,228
269835,835
465117,117
210676,676
95267,267
89020,20
394144,144
130296,296
168960,960
230496,496
175317,317
113650,650
298289,289
179092,92
363702,702
65828,828
275226,226
96370,370
306974,974
152606,606
409401,401
478552,552
105514,514
296247,247
405930,930
97224,224
299152,152
276276,276
395028,28
240668,668
172565,565
40762,762
38852,852
277981,981
455394,394
105239,239
267942,942
258460,460
379926,926
396756,756
202414,414
269618,618
283620,620
402805,805
467722,722
155152,152
431423,423
441462,462
258767,767
219089,89
30779,779
74711,711
213734,734
272155,155
23800,800
82030,30
298055,55
284369,369
119888,888
143599,599
166455,455
35809,809
319278,278
365719,719
471558,558
132188,188
321005,5
486348,348
395078,78
168543,543
349606,606
208458,458
322569,569
423974,974
6067,67
352083,83
235547,547
481827,827
266155,155
281368,368
447446,446
438500,500
49058,58
141244,244
467505,505
62878,878
174734,734
267104,104
220812,812
142840,840
91524,524
394262,262
335995,995
194293,293
185455,455
278372,372
303920,920
233652,652
245082,82
192430,430
145551,551
308952,952
332931,931
36156,156
3197,197
315328,328
143875,875
330069,69
298036,36
66747,747
3676,676
363895,895
107656,656
441204,204
110093,93
297090,90
435855,855
142750,750
324897,897
371143,143
152328,328
210406,406
416337,337
138397,397
69372,372
256791,791
130404,404
239610,610
153419,419
79539,539
257141,141
361657,657
182037,37
496363,363
122655,655
66124,124
90547,547
335895,895
482485,485
461748,748
95924,924
462596,596
432452,452
44174,174
28062,62
462627,627
122696,696
153718,718
488588,588
299694,694
48694,694
57680,680
434059,59
333146,146
191486,486
390004,4
143229,229
199590,590
56707,707
413880,880
103590,590
405669,669
239616,616
168897,897
384351,351
316739,739
426007,7
183999,999
242292,292
236360,360
420408,408
158976,976
232714,714
122253,253
137481,481
25169,169
392801,801
273070,70
42115,115
185293,293
12958,958
310667,667
338647,647
353158,158
139546,546
351988,988
384522,522
377590,590
447016,16
9604,604
445031,31
85644,644
309197,197
211123,123
376795,795
138559,559
219176,176
10798,798
256953,953
88111,111
440425,425
320901,901
329007,7
374057,57
140023,23
499343,343
119081,81
234502,502
172145,145
315834,834
202865,865
203245,245
50186,186
330556,556
115110,110
99792,792
408948,948
29425,425
22637,637
447385,385
367529,529
154871,871
437403,403
482627,627
478214,214
152050,50
114030,30
419179,179
425483,483
217113,113
296549,549
204558,558
39856,856
391110,110
469051,51
273647,647
53814,814
132840,840
122048,48
83449,449
311917,917
59089,89
305800,800
128227,227
24399,399
362122,122
328442,442
196463,463
474211,211
214737,737
340993,993
184511,511
400738,738
447366,366
2663,663
367395,395
58455,455
294167,167
384745,745
369066,66
296304,304
322287,287
49621,621
222591,591
155611,611
14073,73
211468,468
489657,657
333219,219
281321,321
442939,939
251005,5
230133,133
350784,784
21907,907
486748,748
382640,640
497227,227
170924,924
241499,499
78341,341
392676,676
321727,727
349988,988
170754,754
457789,789
487249,249
98353,353
361800,800
414032,32
27791,791
383737,737
119443,443
327537,537
330583,583
406130,130
71048,48
142089,89
409922,922
321122,122
43725,725
255792,792
115470,470
295894,894
80048,48
49636,636
360331,331
398744,744
99952,952
496204,204
363081,81
439604,604
494933,933
189768,768
251909,909
477578,578
116650,650
277481,481
477104,104
203425,425
208623,623
337396,396
363220,220
285653,653
50842,842
18705,705
108863,863
354730,730
1470,470
376331,331
42800,800
24888,888
495505,505
282852,852
181888,888
48200,200
67713,713
141347,347
131584,584
80816,816
171903,903
77485,485
183811,811
21716,716
46451,451
87604,604
398363,363
76754,754
381068,68
283106,106
145643,643
315050,50
64021,21
58002,2
93497,497
7003,3
474799,799
175106,106
183304,304
88659,659
269785,785
282082,82
222966,966
280951,951
453656,656
335188,188
14959,959
252768,768
205708,708
301206,206
298326,326
258612,612
223833,833
422633,633
361838,838
245734,734
218948,948
102475,475
155900,900
179286,286
260144,144
109846,846
116201,201
54429,429
250984,984
352894,894
148350,350
459546,546
283213,213
395656,656
70095,95
413623,623
331328,328
314524,524
145208,208
197046,46
499275,275
238130,130
323724,724
330045,45
290485,485
15322,322
259051,51
499099,99
250508,508
325618,618
469534,534
468983,983
203388,388
205293,293
480463,463
374145,145
71250,250
95679,679
222544,544
465533,533
95212,212
475693,693
246190,190
19338,338
83540,540
242157,157
348186,186
263359,359
253187,187
112990,990
499910,910
410491,491
405881,881
437846,846
349964,964
382776,776
149457,457
170304,304
416368,368
180576,576
106152,152
253085,85
484710,710
426110,110
177845,845
310678,678
83418,418
19544,544
406749,749
86884,884
274445,445
147184,184
168193,193
333340,340
345534,534
295688,688
374907,907
475054,54
33845,845
482759,759
450214,214
180815,815
283085,85
52860,860
275139,139
283377,377
431067,67
14652,652
49794,794
271877,877
110264,264
326268,268
347049,49
478004,4
266784,784
381134,134
224911,911
220968,968
314618,618
2543,543
365449,449
235896,896
297722,722
321168,168
439307,307
475678,678
60892,892
178556,556
183943,943
289468,468
55858,858
370309,309
204686,686
231290,290
366602,602
437750,750
54144,144
77241,241
109099,99
40249,249
475491,491
431727,727
280798,798
293877,877
323888,888
409309,309
355822,822
226915,915
276743,743
264883,883
223289,289
64351,351
356202,202
205829,829
86137,137
163262,262
345087,87
413421,421
432560,560
159236,236
39585,585
52351,351
35497,497
109561,561
57818,818
216386,386
344914,914
462767,767
433833,833
413538,538
82648,648
429097,97
463892,892
327471,471
83834,834
79484,484
113050,50
193295,295
43322,322
165075,75
499967,967
393802,802
492129,129
417648,648
92247,247
170339,339
484305,305
125200,200
397631,631
464957,957
116382,382
303033,33
69555,555
326050,50
41341,341
226737,737
225873,873
469564,564
344011,11
485379,379
27903,903
243768,768
222706,706
169172,172
485163,163
230269,269
68581,581
239238,238
453784,784
488224,224
85232,232
87211,211
281799,799
47343,343
336995,995
14499,499
49857,857
58359,359
220643,643
493816,816
266375,375
438388,388
46831,831
186375,375
286239,239
333962,962
183184,184
309785,785
21817,817
146980,980
117049,49
121773,773
273822,822
79988,988
165324,324
414345,345
373374,374
32837,837
305934,934
470146,146
87091,91
266568,568
177097,97
255046,46
399679,679
272101,101
320044,44
55088,88
26340,340
135633,633
499709,709
403028,28
386617,617
175914,914
4396,396
54100,100
168984,984
118429,429
101649,649
318643,643
461631,631
15338,338
433716,716
310468,468
102421,421
120485,485
495313,313
242262,262
174641,641
389367,367
380735,735
206550,550
484550,550
90836,836
227625,625
308739,739
312534,534
14353,353
263801,801
475142,142
24061,61
361578,578
457281,281
28609,609
79770,770
302327,327
175401,401
228142,142
128449,449
265465,465
251801,801
493936,936
420489,489
228984,984
424780,780
151027,27
310821,821
122094,94
441674,674
422320,320
122883,883
420796,796
78908,908
136821,821
349498,498
341783,783
265347,347
441936,936
231563,563
152450,450
91030,30
310212,212
495561,561
85334,334
395225,225
120383,383
110059,59
132301,301
460475,475
387358,358
53302,302
114809,809
111258,258
273459,459
311179,179
6400,400
105449,449
83954,954
382403,403
238972,972
160931,931
192943,943
255677,677
338275,275
458307,307
264523,523
455090,90
444102,102
334496,496
144735,735
490326,326
301199,199
114794,794
415675,675
167905,905
88965,965
44389,389
383727,727
140233,233
481049,49
453164,164
471696,696
265318,318
198450,450
449074,74
225127,127
437154,154
356005,5
91328,328
93296,296
58776,776
458119,119
65082,82
315301,301
355935,935
68461,461
421637,637
316339,339
278397,397
57883,883
359491,491
342304,304
187228,228
155476,476
431774,774
87153,153
381518,518
446787,787
368788,788
407724,724
352298,298
135603,603
472904,904
124933,933
128803,803
26123,123
8156,156
406515,515
5937,937
55737,737
125852,852
319046,46
138182,182
279558,558
376642,642
51662,662
190151,151
431536,536
479374,374
208785,785
21614,614
143849,849
307153,153
342927,927
237274,274
341434,434
7576,576
82767,767
334361,361
38889,889
360440,440
15083,83
69871,871
178575,575
214262,262
177833,833
84609,609
199058,58
141240,240
125330,330
225264,264
42734,734
124140,140
243812,812
327090,90
388466,466
9050,50
484560,560
238377,377
372275,275
286146,146
420242,242
225549,549
38549,549
414442,442
184633,633
187053,53
162762,762
72315,315
275879,879
408936,936
140455,455
102251,251
86435,435
42873,873
32892,892
251877,877
461784,784
83070,70
34422,422
45490,490
7072,72
454604,604
383108,108
470301,301
39534,534
427527,527
102889,889
110981,981
403948,948
162436,436
442057,57
90671,671
108554,554
35187,187
103127,127
414826,826
311767,767
101641,641
237632,632
51565,565
471225,225
130282,282
192563,563
419377,377
416602,602
438588,588
275241,241
484934,934
96200,200
40106,106
400605,605
398677,677
212296,296
410131,131
325925,925
345700,700
366097,97
147362,362
195301,301
176606,606
291607,607
365287,287
259439,439
219905,905
495298,298
4018,18
180122,122
14892,892
435627,627
315480,480
444269,269
290948,948
27719,719
102062,62
336929,929
165141,141
280917,917
394599,599
445133,133
133930,930
70670,670
498488,488
259708,708
462703,703
139523,523
407635,635
182253,253
23046,46
121423,423
385430,430
95643,643
321347,347
319848,848
401081,81
465510,510
65574,574
495050,50
234289,289
164331,331
221302,302
239470,470
499361,361
41957,957
217381,381
69865,865
108368,368
295436,436
149285,285
370196,196
193406,406
493430,430
171090,90
495958,958
244142,142
409790,790
290771,771
170729,729
46019,19
351649,649
51832,832
378378,378
383921,921
196072,72
367028,28
84505,505
409899,899
363261,261
165810,810
211205,205
456960,960
398429,429
445588,588
411129,129
238934,934
310758,758
485114,114
365109,109
79242,242
267838,838
229343,343
424857,857
167567,567
28267,267
346240,240
254597,597
207267,267
376223,223
109505,505
171385,385
335174,174
252888,888
217649,649
222212,212
51833,833
318309,309
161781,781
186990,990
138355,355
174766,766
239111,111
95841,841
407128,128
473312,312
118747,747
175771,771
248419,419
313347,347
109275,275
422559,559
429548,548
127873,873
62810,810
160824,824
132807,807
273175,175
362554,554
183209,209
485261,261
396891,891
232450,450
129367,367
445214,214
311471,471
100544,544
425933,933
375026,26
143280,280
409937,937
488280,280
151999,999
321530,530
160773,773
71802,802
115361,361
128846,846
350315,315
449036,36
82218,218
323994,994
315090,90
39805,805
256166,166
347241,241
48969,969
164661,661
215952,952
209894,894
15168,168
204184,184
168936,936
153131,131
462723,723
396272,272
464181,181
495658,658
357143,143
201087,87
63479,479
189359,359
230227,227
173568,568
124676,676
173699,699
432145,145
28716,716
171361,361
193391,391
2934,934
452651,651
330690,690
70000,0
338378,378
263431,431
187223,223
148331,331
337144,144
352632,632
231535,535
499166,166
365188,188
285792,792
340552,552
272581,581
332088,88
487505,505
282057,57
202028,28
340019,19
161380,380
8871,871
152842,842
263279,279
215653,653
251580,580
190043,43
75416,416
9246,246
66535,535
416079,79
418483,483
489937,937
397743,743
375434,434
454735,735
122779,779
181912,912
258737,737
424616,616
56722,722
113656,656
9000,0
40410,410
430322,322
455653,653
234364,364
39854,854
218717,717
499560,560
204760,760
58720,720
269263,263
326109,109
139284,284
333466,466
134126,126
