id,value
453885,885
271265,265
33075,75
292274,274
23081,81
301388,388
396548,548
199963,963
20754,754
113338,338
196032,32
442609,609
450114,114
154986,986
31002,2
221172,172
484542,542
357472,472
470776,776
438280,280
78274,274
4158,158
44663,663
447718,718
370010,10
104301,301
110089,89
227136,136
205316,316
298221,221
361393,393
238566,566
372299,299
168870,870
199646,646
470370,370
335457,457
395866,866
367565,565
209161,161
114468,468
457547,547
231832,832
174826,826
436022,22
141568,568
320492,492
300493,493
473892,892
269252,252
52349,349
76327,327
119344,344
404335,335
397776,776
253666,666
414215,215
72761,761
298923,923
354525,525
269971,971
84131,131
299537,537
82023,23
46094,94
414434,434
91103,103
28693,693
12014,14
227812,812
289825,825
242483,483
154540,540
391204,204
386833,833
165002,2
168256,256
362253,253
203254,254
1474,474
258856,856
2898,898
10507,507
23298,298
273450,450
204717,717
246681,681
137654,654
289882,882
473679,679
420076,76
241730,730
493035,35
458837,837
462460,460
33602,602
96804,804
66594,594
162273,273
472133,133
111485,485
37864,864
254108,108
420519,519
155090,90
185388,388
254705,705
494036,36
339807,807
194298,298
423283,283
440945,945
439426,426
122991,991
397295,295
66985,985
287649,649
160581,581
153496,496
365642,642
249766,766
386531,531
496769,769
208094,94
267177,177
371910,910
445098,98
274223,223
350747,747
332729,729
232776,776
418156,156
288967,967
335390,390
67672,672
431873,873
259546,546
224743,743
204956,956
60146,146
191967,967
189886,886
124086,86
253370,370
42330,330
3282,282
386312,312
39733,733
279122,122
276021,21
313774,774
176437,437
256105,105
165403,403
29963,963
168995,995
316420,420
389203,203
359602,602
413849,849
300895,895
403664,664
65944,944
192578,578
129591,591
73391,391
380840,840
257511,511
120950,950
462030,30
450383,383
10162,162
70573,573
434357,357
300920,920
340365,365
422202,202
225310,310
232083,83
118764,764
107865,865
439116,116
157662,662
364387,387
291400,400
59071,71
155660,660
361303,303
105697,697
478439,439
394740,740
53152,152
7561,561
300616,616
103774,774
75594,594
86230,230
401999,999
277535,535
281910,910
406453,453
234796,796
166985,985
377900,900
434865,865
495455,455
73406,406
412437,437
429814,814
328283,283
100099,99
225754,754
301822,822
305591,591
140319,319
455874,874
446782,782
99691,691
165421,421
119820,820
82750,750
426562,562
47679,679
482922,922
132199,199
400486,486
334374,374
458008,8
130353,353
478961,961
218369,369
50074,74
128778,778
123886,886
306052,52
148805,805
159293,293
62534,534
75914,914
70811,811
475063,63
76843,843
493834,834
140037,37
100026,26
294693,693
238477,477
223642,642
174323,323
366186,186
475212,212
19598,598
51439,439
398033,33
65915,915
116451,451
465802,802
280180,180
160162,162
463158,158
77111,111
224938,938
497864,864
169164,164
277188,188
246730,730
80513,513
241329,329
201078,78
462843,843
45986,986
441965,965
173152,152
304968,968
83969,969
445222,222
51293,293
134504,504
342395,395
13916,916
384497,497
55536,536
310771,771
487112,112
340079,79
435643,643
194554,554
479054,54
245441,441
215314,314
315438,438
73764,764
296148,148
472334,334
462314,314
22663,663
56462,462
355477,477
282159,159
253966,966
135484,484
405146,146
432409,409
175304,304
131166,166
323818,818
146614,614
171882,882
280435,435
78870,870
119456,456
147906,906
123768,768
437071,71
315522,522
322723,723
23687,687
48843,843
457184,184
187888,888
105352,352
13085,85
33682,682
163102,102
309289,289
298112,112
462489,489
473210,210
72311,311
312695,695
131453,453
261505,505
435145,145
118543,543
344803,803
413417,417
392141,141
391765,765
321483,483
352568,568
325948,948
353513,513
179654,654
354160,160
406950,950
98077,77
219354,354
307731,731
187537,537
452756,756
406623,623
361187,187
179880,880
479940,940
37311,311
196795,795
44075,75
390602,602
260212,212
269593,593
59145,145
192711,711
40501,501
453964,964
289185,185
432497,497
162836,836
189841,841
457935,935
470334,334
380331,331
57144,144
424435,435
204260,260
56395,395
422653,653
43473,473
418021,21
82413,413
281006,6
259118,118
272315,315
204460,460
237459,459
34742,742
53096,96
2689,689
165907,907
171005,5
12259,259
452732,732
378696,696
410332,332
327458,458
16442,442
316332,332
267020,20
